Timestamp,Јас сум моментално запишан/а на додипломски студии во Македонија.,На кој унивезитет сте запишани?,Јас сум запишан/а на:,Колку години сте?,Кој е твојот биолошки пол? (пол назначен на раѓање),Која е вашата тековна академска година на студирање? Ова е засновано на бројот на кредити кои ги имате завршено.   ,"Која е вашата вистинска година на студирање, врз основа на бројот на календарски години кои сте ги поминале во постсредна институција?   ",Која е вашата струка/ програма на која студирате,Дали сте редовен или вонреден студент?,Дали ова ќе биде вашата прва додипломска диплома?,Дали Вие се индетификувате како студент со попреченост?,Кои се Вашите моментални услови на живеење?,Дали сте интернационален студент?,Дали сте моментално вработени?,Дали учествувате во хуманиратрна работа или студентски организации?,Кои се Вашите планови после дипломирање?,Ве молиме селектирајте го само овошјето.,Колку часа неделно поминувате  на спортски настани како учесник?,Колку часа неделно поминувате на одење на забави?,"Колку часа неделно  поминувате на играње на видео игри, друштвени игри со пријатели?",Колку часа неделно поминувате на гледање онлајн рекретивни видеа како на Netflix или YouTube?,Колку часа неделно поминувате на учество во студентски организации и истражување?,Колку часа неделно поминувате во учење?,"Колку часа неделно поминувате во користење студентски акомодации како библиотека, читална, онлајн алатки  ?","Напорно вежбање (Брзо чукање на срцето)
( на пр., трчање, фудбал, кошарка, скијање на крос кантри, џудо, ролерско лизгање, енергично пливање, енергичен велосипед на долго растојание)","Умерено вежбање (Не исцрпувачко) (на пр., брзо одење, тенис, лесен велосипедизам, одбојка, бадминтон, лесно пливање, алпско скијање, популарен и народен танц)","Лесно вежбање (минимални напори) 
(на пример, јога, стрелаштво, риболов од брегот на реката, куглање, голф, лесно пешачење) ","Кога вежбате, дали се занимавате првенствено со аеробни или анаеробни вежби?",Склон/а сум да го прескокнам спиењето со цел да се дружам подолго.,Обично ги бирам учењето како поважна активност од мојето спиење.,Во минатото не сум создал/a време за соодветен сон во мојот распоред. ,Често избирам други активности наместо да си легнам порано. ,Спијам помалку за да имам повеќе часови во текот на денот за да завршам работа. ,Колку часа спиете во просечна ноќ?,Дали се чувствувате добро одморени кога се будите?,"Приклучување на нови групи (на пр. спортски, хоби, каматни групи)",Вложувате напор да се видите со пријателите и/или семејството кои не сте ги виделе/слушнале одамна,Да ги искористите одењето на факултет како можност да стекнете нови пријатели,Поканувате пријатели и/или семејтво во вашиот дом,Организирате денско/ вечерно дружење/забава со вашите пријатели и/или семејство,Барате емоционална поддршка од  вашите пријатели и/или семејство,"Присуствувате на социјални настани организирани од вашата работа, универзиет или заедница",Секогаш сте отворени за нови пријателства,Учествувате во активности со пријатели и/или колеги каде не е активноста поврзана со учење,Кога се чувствувам тажно се јавувам или посетувам пријатели и/или семејство,Се трудам да напаравм баланс помеѓу учењето и социјалниот живот,Користам социјални мрежи за да се „поврзам“ со пријатели,Тешко ми е да се релаксирам,Тешко ми е да чувствувам среќа или позитивни чувства.,Имам осетено потешкотии со дишењето (на пр. прекумерно брзо дишење),Имам потешкотии да се мотивирам да правам работи,Обично знам да претерам со реакција во одредени ситуации,Чувствував дека користам многу нервозна енергија,Се грижам за ситуации каде што би можел/а да испаничам или да се засрамам,Се чувствувам дека немам што да очекувам во иднината,"Нетолерантен/а сум на било што, што може да ми одвлече вниманието од тоа што ми е било планирано да правам",Тешко ми е да бидам ентузијастичен/а за било што,Се чувствував како да не вредам како личност,Се чувствував исплашено без посебна причина,Се чувствував дека животот нема смисла,"Дали си официјално дијагностициран/а со некое специфично ментално здравје/психолошко/психијатриско нарушување од страна на здравствен лекар? Ако е така, ве молам наведете"
5/10/2024 18:38:16,Да,"Св. Кирил и Методиј Универзитет (УКИМ), Скопје",4+ годишни студии,18-24,Женско,4 Година,3 Година,Фармација,Редовен студент,Да.,Не,Со фамилијата,Не,"Да, со пола работно време.",Не,Започнување кариера/ вработување,"Јаболко, Банана",Помалку од 1 час,Помалку од 1 час,Помалку од 1 час,1-2 часа,Помалку од 1 час,1-2 часа,Помалку од 1 час,1,1,5,"Аеробна вежба - вежба каде што го движите вашето тело подолго време на одржлив начин (на пр, трчање, пешачење, велосипедизам, пливање во лента).",4,3,5,3,2,6 часа,Некогаш,3,5,3,4,5,5,3,4,4,2,5,3,5,4,5,5,3,4,3,3,1,2,4,3,4,"Анксиозност, депресија"
5/10/2024 18:42:12,Да,"Универзитет Гоце Делчев, Штип",4+ годишни студии,18-24,Женско,2 Година,2 Година,Стоматологија,Редовен студент,Да.,Не,Целосно самостојно,Не,"Да, со пола работно време.","Да, помеѓу 1-5 часа неделно.","Да продолжам со студирање, Магистарска/ Докторска ппрограма","Јаболко, Банана",1-2 часа,Помалку од 1 час,Помалку од 1 час,Помалку од 1 час,1-2 часа,16-20 часа,6-10 часа,2,2,3,И двете,5,5,3,5,5,помалку од 4 часа,Не,3,5,3,4,1,3,2,3,4,1,3,1,4,3,2,5,5,5,4,3,3,2,1,2,1,Не
5/10/2024 18:47:06,Не,"Св. Кирил и Методиј Универзитет (УКИМ), Скопје",4 годишни студии,18-24,Женско,1 Година,1 Година,Педагогија,Редовен студент,Да.,Не,Целосно самостојно,Не,"Да, со пола работно време.","Да, повеќе од 15 часа неделно.",Започнување кариера/ вработување,"Јаболко, Банана",Помалку од 1 час,1-2 часа,Помалку од 1 час,Помалку од 1 час,Помалку од 1 час,3-5 часа,Помалку од 1 час,4,7,7,"Аеробна вежба - вежба каде што го движите вашето тело подолго време на одржлив начин (на пр, трчање, пешачење, велосипедизам, пливање во лента).",3,1,4,2,3,7 часа,Некогаш,1,2,4,3,2,1,1,2,2,5,5,2,2,2,2,2,3,4,5,1,2,1,4,5,4,Не
5/10/2024 18:47:34,Да,"Св. Кирил и Методиј Универзитет (УКИМ), Скопје",4 годишни студии,18-24,Машко,3 Година,3 Година,Информатика,Редовен студент,Да.,Да,Самостојно со пријатели/ цимери,Не,Не.,Не,Започнување кариера/ вработување,"Јаболко, Банана",Помалку од 1 час,3-5 часа,Повеќе од 20 часа,16-20 часа,Помалку од 1 час,Повеќе од 20 часа,Повеќе од 20 часа,2,1,4,"Аеробна вежба - вежба каде што го движите вашето тело подолго време на одржлив начин (на пр, трчање, пешачење, велосипедизам, пливање во лента).",3,5,5,5,3,6 часа,Некогаш,1,5,3,5,5,3,4,4,5,2,3,5,5,5,1,5,5,5,5,3,4,3,5,5,3,Не
5/10/2024 18:47:36,Да,"Св. Кирил и Методиј Универзитет (УКИМ), Скопје",4 годишни студии,18-24,Женско,2 Година,2 Година,Бебедност,Редовен студент,Да.,Не,Целосно самостојно,Не,Не.,Не,Започнување кариера/ вработување,Автомобил,Помалку од 1 час,Помалку од 1 час,Помалку од 1 час,6-10 часа,3-5 часа,3-5 часа,Помалку од 1 час,2,7,5,И двете,3,2,1,1,1,8 часа,Да,1,5,4,3,3,2,5,2,3,1,5,3,5,1,2,1,3,2,4,3,4,1,1,1,1,Не
5/10/2024 18:48:22,Да,"Св. Кирил и Методиј Универзитет (УКИМ), Скопје",4+ годишни студии,18-24,Женско,3 Година,3 Година,Архитектура,Редовен студент,Да.,Не,Со фамилијата,Не,Не.,Не,Започнување кариера/ вработување,"Јаболко, Банана",3-5 часа,Помалку од 1 час,Помалку од 1 час,3-5 часа,3-5 часа,6-10 часа,6-10 часа,3,3,1,И двете,3,5,5,4,5,помалку од 4 часа,Да,1,4,4,4,4,3,3,5,5,4,3,4,3,2,1,1,2,2,2,1,2,1,1,1,1,Не
5/10/2024 18:49:55,Да,"Св. Кирил и Методиј Универзитет (УКИМ), Скопје",4 годишни студии,18-24,Женско,3 Година,3 Година,Електро,Редовен студент,Да.,Не,Самостојно со пријатели/ цимери,Не,Не.,Не,"Да продолжам со студирање, Магистарска/ Докторска ппрограма","Јаболко, Банана",Помалку од 1 час,Помалку од 1 час,Помалку од 1 час,11-15 часа,Помалку од 1 час,6-10 часа,Помалку од 1 час,1,1,1,И двете,1,2,1,3,1,9 часа,Некогаш,1,3,4,2,1,2,3,3,3,2,4,4,3,1,1,5,4,4,3,3,4,3,2,4,1,Не
5/10/2024 18:54:54,Да,"Св. Кирил и Методиј Универзитет (УКИМ), Скопје",4 годишни студии,18-24,Женско,1 Година,1 Година,Филологија,Редовен студент,Да.,Не,Студентски дом/ Интернат,Не,Не.,Не,"Да продолжам со студирање, Магистарска/ Докторска ппрограма",Јаболко,Помалку од 1 час,3-5 часа,Помалку од 1 час,3-5 часа,Помалку од 1 час,1-2 часа,3-5 часа,4,1,1,"Аеробна вежба - вежба каде што го движите вашето тело подолго време на одржлив начин (на пр, трчање, пешачење, велосипедизам, пливање во лента).",1,3,5,4,3,7 часа,Не,1,4,3,4,4,3,2,3,3,1,3,4,5,5,5,5,5,5,5,5,4,4,5,5,5,Анксиозност
5/10/2024 18:55:39,Да,"Св. Кирил и Методиј Универзитет (УКИМ), Скопје",4 годишни студии,18-24,Женско,1 Година,1 Година,Економија,Редовен студент,Да.,Не,Со фамилијата,Не,Не.,Не,Започнување кариера/ вработување,"Јаболко, Банана",1-2 часа,Помалку од 1 час,Помалку од 1 час,6-10 часа,Помалку од 1 час,3-5 часа,1-2 часа,1,7,5,"Аеробна вежба - вежба каде што го движите вашето тело подолго време на одржлив начин (на пр, трчање, пешачење, велосипедизам, пливање во лента).",3,2,3,3,1,9 часа,Да,4,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,1,3,1,3,3,1,1,3,3,Obsesivni misli
5/10/2024 18:57:40,Да,"Св. Кирил и Методиј Универзитет (УКИМ), Скопје",3 годишни студии,18-24,Женско,3 Година,3 Година,Право,Редовен студент,Да.,Не,Со фамилијата,Не,Не.,Не,"Да продолжам со студирање, Магистарска/ Докторска ппрограма","Јаболко, Банана",Помалку од 1 час,Помалку од 1 час,Помалку од 1 час,11-15 часа,1-2 часа,Помалку од 1 час,Помалку од 1 час,1,1,1,"Аеробна вежба - вежба каде што го движите вашето тело подолго време на одржлив начин (на пр, трчање, пешачење, велосипедизам, пливање во лента).",4,3,3,4,1,7 часа,Некогаш,1,2,5,1,2,1,4,4,5,1,4,3,3,5,4,5,5,4,3,5,4,5,3,3,4,Не
5/10/2024 19:00:01,Да,"Св. Кирил и Методиј Универзитет (УКИМ), Скопје",4 годишни студии,18-24,Машко,1 Година,1 Година,Информатика,Редовен студент,Да.,Не,Со фамилијата,Не,Не.,Не,Започнување кариера/ вработување,"Јаболко, Банана",6-10 часа,1-2 часа,3-5 часа,6-10 часа,Помалку од 1 час,1-2 часа,Помалку од 1 час,4,2,5,И двете,2,1,4,2,1,7 часа,Некогаш,1,4,1,1,5,4,1,4,5,4,2,4,1,4,1,5,1,2,5,4,1,4,4,3,5,Не
5/10/2024 19:00:29,Да,"Св. Кирил и Методиј Универзитет (УКИМ), Скопје",4 годишни студии,29-35,Женско,1 Година,2 Година,Психологија,Редовен студент,Да.,Не,Со фамилијата,Не,"Да, со полно работно време.",Не,Неодлучено,"Јаболко, Банана",1-2 часа,3-5 часа,Помалку од 1 час,3-5 часа,Помалку од 1 час,11-15 часа,Помалку од 1 час,1,2,5,"Аеробна вежба - вежба каде што го движите вашето тело подолго време на одржлив начин (на пр, трчање, пешачење, велосипедизам, пливање во лента).",4,5,4,4,5,6 часа,Некогаш,1,4,4,4,4,4,3,3,2,1,5,1,5,3,5,4,4,5,3,4,2,5,3,5,5,Не
5/10/2024 19:03:31,Да,"Св. Кирил и Методиј Универзитет (УКИМ), Скопје",4 годишни студии,18-24,Машко,1 Година,1 Година,Природно-математички науки,Редовен студент,Да.,Не,Целосно самостојно,Не,Не.,Не,Започнување кариера/ вработување,"Јаболко, Банана",16-20 часа,1-2 часа,3-5 часа,6-10 часа,Помалку од 1 час,3-5 часа,1-2 часа,6,1,5,И двете,1,3,2,4,4,6 часа,Некогаш,3,4,3,2,2,1,1,3,3,1,5,2,5,2,1,5,2,2,1,1,2,3,1,3,1,Не
5/10/2024 19:07:48,Да,"Европски Универзитет, Скопје",4+ годишни студии,18-24,Женско,3 Година,3 Година,Стоматологија,Редовен студент,Да.,Не,Самостојно со пријатели/ цимери,Не,Не.,Не,Започнување кариера/ вработување,Јаболко,Помалку од 1 час,1-2 часа,1-2 часа,3-5 часа,Помалку од 1 час,11-15 часа,1-2 часа,2,2,4,"Аеробна вежба - вежба каде што го движите вашето тело подолго време на одржлив начин (на пр, трчање, пешачење, велосипедизам, пливање во лента).",3,3,1,4,3,7 часа,Да,3,3,4,5,5,4,3,5,5,5,5,2,1,3,1,2,3,3,3,1,4,2,3,3,1,Не
5/10/2024 19:09:28,Да,"Европски Универзитет, Скопје",3 годишни студии,18-24,Женско,2 Година,2 Година,Стоматологија,Редовен студент,Да.,Преферирам да не одговорам.,Со фамилијата,Не,Не.,Не,Да започнам со занаетчиска работа.,"Јаболко, Банана",Помалку од 1 час,Помалку од 1 час,1-2 часа,3-5 часа,Помалку од 1 час,6-10 часа,3-5 часа,2,2,3,"Аеробна вежба - вежба каде што го движите вашето тело подолго време на одржлив начин (на пр, трчање, пешачење, велосипедизам, пливање во лента).",4,2,5,5,1,12 часа или повеќе,Не,1,3,3,1,2,1,1,3,3,1,1,4,5,5,4,5,5,5,4,5,2,5,5,5,5,Преферирам да не одговорам
5/10/2024 19:13:24,Да,Друго,4+ годишни студии,18-24,Машко,2 Година,2 Година,Медицина,Редовен студент,Да.,Не,Со фамилијата,Не,Не.,Не,"Да продолжам со студирање, Магистарска/ Докторска ппрограма","Јаболко, Банана",Помалку од 1 час,Помалку од 1 час,6-10 часа,6-10 часа,Помалку од 1 час,6-10 часа,Помалку од 1 час,1,2,3,И двете,3,2,3,4,2,6 часа,Не,1,4,5,4,5,2,1,5,1,1,4,5,1,1,4,5,4,4,3,2,1,3,1,2,3,Не
5/10/2024 19:17:06,Да,"Св. Кирил и Методиј Универзитет (УКИМ), Скопје",4+ годишни студии,25-28,Женско,Пост 4та година,6 Година,Стоматологија,Редовен студент,Да.,Не,Со фамилијата,Не,Не.,Не,Неодлучено,"Јаболко, Банана",6-10 часа,1-2 часа,1-2 часа,6-10 часа,Помалку од 1 час,Повеќе од 20 часа,Помалку од 1 час,2,3,4,"Анаеробна вежба - вежба која бара максимален физички напор кој може да се одржи само за кратки временски периоди (на пр, спринтање, кревање тежина)",2,3,5,2,1,9 часа,Некогаш,1,3,4,4,4,4,3,3,4,2,5,2,2,4,5,2,3,2,4,4,4,2,3,2,4,Не
5/10/2024 19:19:26,Да,"Универзитет Гоце Делчев, Штип",4+ годишни студии,18-24,Машко,2 Година,2 Година,Медицина,Редовен студент,Да.,Не,Самостојно со пријатели/ цимери,Не,Не.,Не,"Да продолжам со студирање, Магистарска/ Докторска ппрограма","Јаболко, Банана",11-15 часа,Помалку од 1 час,Помалку од 1 час,3-5 часа,Помалку од 1 час,Повеќе од 20 часа,Помалку од 1 час,7,7,7,"Анаеробна вежба - вежба која бара максимален физички напор кој може да се одржи само за кратки временски периоди (на пр, спринтање, кревање тежина)",3,5,3,2,5,7 часа,Да,3,5,5,5,3,1,5,5,5,3,4,3,4,4,1,1,1,3,4,1,2,2,1,1,1,Не
5/10/2024 19:19:35,Да,"Св. Кирил и Методиј Универзитет (УКИМ), Скопје",4 годишни студии,18-24,Машко,3 Година,3 Година,Машински,Редовен студент,Да.,Не,Со фамилијата,Не,Не.,Не,Неодлучено,"Јаболко, Банана",3-5 часа,Помалку од 1 час,6-10 часа,1-2 часа,6-10 часа,6-10 часа,Помалку од 1 час,4,2,1,И двете,2,5,1,1,2,8 часа,Да,2,1,3,2,1,2,2,4,5,2,2,1,1,1,1,1,3,4,4,2,2,1,2,2,3,Не
5/10/2024 19:23:25,Да,"Универзитет Св. Килемт Охридски, Битола",4 годишни студии,18-24,Женско,2 Година,2 Година,Право,Редовен студент,Да.,Не,Со фамилијата,Не,Не.,Не,"Да продолжам со студирање, Магистарска/ Докторска ппрограма","Јаболко, Банана",Помалку од 1 час,Помалку од 1 час,1-2 часа,3-5 часа,Помалку од 1 час,Повеќе од 20 часа,6-10 часа,1,1,4,"Аеробна вежба - вежба каде што го движите вашето тело подолго време на одржлив начин (на пр, трчање, пешачење, велосипедизам, пливање во лента).",5,5,5,5,5,помалку од 4 часа,Не,4,4,1,5,3,4,2,2,1,1,1,3,5,3,3,4,3,5,5,1,4,5,5,5,5,"Тешка депресија, анксиозност,инсомнија,PTSD,OCD.."
5/10/2024 19:25:34,Да,"Св. Кирил и Методиј Универзитет (УКИМ), Скопје",4+ годишни студии,18-24,Женско,1 Година,1 Година,Медицина,Редовен студент,Да.,Не,Со фамилијата,Не,Не.,"Да, помеѓу 1-5 часа неделно.","Да продолжам со студирање, Магистарска/ Докторска ппрограма","Јаболко, Банана",Помалку од 1 час,Помалку од 1 час,1-2 часа,6-10 часа,3-5 часа,16-20 часа,3-5 часа,1,4,3,"Анаеробна вежба - вежба која бара максимален физички напор кој може да се одржи само за кратки временски периоди (на пр, спринтање, кревање тежина)",4,3,5,3,4,8 часа,Некогаш,3,5,5,4,5,2,4,5,5,5,3,4,3,1,1,4,4,2,3,1,2,2,1,2,1,Преферирам да не одговорам
5/10/2024 19:25:48,Да,"Св. Кирил и Методиј Универзитет (УКИМ), Скопје",4 годишни студии,18-24,Женско,2 Година,2 Година,Природно-математички науки,Редовен студент,Да.,Не,Целосно самостојно,Не,Не.,"Да, помеѓу 1-5 часа неделно.","Да продолжам со студирање, Магистарска/ Докторска ппрограма","Јаболко, Банана",Помалку од 1 час,Помалку од 1 час,Помалку од 1 час,3-5 часа,6-10 часа,16-20 часа,16-20 часа,1,1,1,"Аеробна вежба - вежба каде што го движите вашето тело подолго време на одржлив начин (на пр, трчање, пешачење, велосипедизам, пливање во лента).",3,4,5,4,2,6 часа,Не,1,3,5,3,2,1,2,2,3,1,3,4,4,5,3,5,3,5,4,4,3,4,3,3,4,Преферирам да не одговорам
5/10/2024 19:27:28,Да,"Св. Кирил и Методиј Универзитет (УКИМ), Скопје",4+ годишни студии,18-24,Женско,4 Година,4 Година,Архитектура,Редовен студент,Да.,Не,Со фамилијата,Не,"Да, со пола работно време.",Не,Неодлучено,"Јаболко, Банана",Помалку од 1 час,Помалку од 1 час,Помалку од 1 час,16-20 часа,Помалку од 1 час,3-5 часа,1-2 часа,1,1,3,"Анаеробна вежба - вежба која бара максимален физички напор кој може да се одржи само за кратки временски периоди (на пр, спринтање, кревање тежина)",1,2,5,4,3,8 часа,Некогаш,1,4,2,3,2,1,1,4,4,1,4,1,3,4,2,4,2,3,4,4,4,4,3,1,4,Не
5/10/2024 19:29:29,Да,"Св. Кирил и Методиј Универзитет (УКИМ), Скопје",3 годишни студии,18-24,Женско,2 Година,2 Година,Медицина,Редовен студент,Да.,Не,Самостојно со пријатели/ цимери,Не,Не.,Не,Започнување кариера/ вработување,Банана,Помалку од 1 час,Помалку од 1 час,Помалку од 1 час,3-5 часа,Помалку од 1 час,Повеќе од 20 часа,Помалку од 1 час,1,6,3,"Аеробна вежба - вежба каде што го движите вашето тело подолго време на одржлив начин (на пр, трчање, пешачење, велосипедизам, пливање во лента).",4,3,2,2,5,6 часа,Не,1,5,4,2,4,5,1,4,4,5,4,5,4,2,2,3,3,3,5,3,1,2,2,5,2,Не
5/10/2024 19:32:45,Да,"Св. Кирил и Методиј Универзитет (УКИМ), Скопје",4+ годишни студии,18-24,Женско,3 Година,3 Година,Архитектура,Редовен студент,Да.,Не,Самостојно со пријатели/ цимери,Не,Не.,Не,Започнување кариера/ вработување,"Јаболко, Банана",1-2 часа,6-10 часа,Помалку од 1 час,3-5 часа,Помалку од 1 час,6-10 часа,Помалку од 1 час,1,3,3,"Аеробна вежба - вежба каде што го движите вашето тело подолго време на одржлив начин (на пр, трчање, пешачење, велосипедизам, пливање во лента).",4,4,4,3,3,6 часа,Не,1,5,4,5,5,5,3,5,5,3,5,3,4,3,4,5,3,3,5,4,3,3,4,2,2,Не
5/10/2024 19:32:46,Не,Друго,4 годишни студии,18-24,Женско,1 Година,1 Година,Информатика,Редовен студент,Да.,Не,Со фамилијата,Не,Не.,Не,Започнување кариера/ вработување,"Јаболко, Банана",1-2 часа,3-5 часа,1-2 часа,6-10 часа,Помалку од 1 час,1-2 часа,Помалку од 1 час,1,1,1,"Аеробна вежба - вежба каде што го движите вашето тело подолго време на одржлив начин (на пр, трчање, пешачење, велосипедизам, пливање во лента).",4,4,3,4,3,7 часа,Некогаш,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,4,3,4,2,3,4,3,3,3,3,Не
5/10/2024 19:33:36,Да,"Св. Кирил и Методиј Универзитет (УКИМ), Скопје",4 годишни студии,18-24,Женско,1 Година,1 Година,Дизајн на мебел и интериер,Редовен студент,Да.,Не,Самостојно со пријатели/ цимери,Да,"Да, со пола работно време.",Не,Започнување кариера/ вработување,"Јаболко, Банана",6-10 часа,3-5 часа,1-2 часа,3-5 часа,Помалку од 1 час,16-20 часа,Помалку од 1 час,2,3,1,И двете,1,5,1,1,3,6 часа,Некогаш,3,5,4,5,5,4,3,4,4,3,5,5,4,1,5,2,4,3,4,1,3,3,1,5,1,Не
5/10/2024 19:37:11,Да,"Универзитет Гоце Делчев, Штип",4 годишни студии,18-24,Женско,4 Година,5 Година,Бизнис и менаџмент,Редовен студент,Да.,Не,Со фамилијата,Да,Не.,"Да, помеѓу 1-5 часа неделно.",Започнување кариера/ вработување,"Јаболко, Банана",3-5 часа,1-2 часа,1-2 часа,Помалку од 1 час,Помалку од 1 час,1-2 часа,1-2 часа,1,3,3,И двете,3,3,2,5,5,6 часа,Да,1,4,3,5,5,3,4,5,5,3,4,2,3,1,3,2,4,3,2,2,3,2,1,2,1,Не
5/10/2024 19:41:03,Да,"Св. Кирил и Методиј Универзитет (УКИМ), Скопје",4 годишни студии,18-24,Машко,1 Година,1 Година,Електро,Редовен студент,Да.,Не,Студентски дом/ Интернат,Не,Не.,Не,Започнување кариера/ вработување,"Јаболко, Банана",1-2 часа,6-10 часа,1-2 часа,3-5 часа,3-5 часа,6-10 часа,1-2 часа,4,1,2,И двете,3,4,3,2,4,6 часа,Да,2,5,5,5,4,4,4,5,5,4,5,5,2,1,1,2,3,2,2,1,3,2,1,1,1,Не
5/10/2024 19:44:13,Да,"Св. Кирил и Методиј Универзитет (УКИМ), Скопје",4 годишни студии,18-24,Женско,2 Година,4 Година,Електро,Редовен студент,Да.,Не,Со фамилијата,Да,Не.,"Да, помеѓу 6-10 часа неделно.",Неодлучено,"Јаболко, Банана",Помалку од 1 час,Помалку од 1 час,Помалку од 1 час,1-2 часа,Помалку од 1 час,Помалку од 1 час,Помалку од 1 час,1,1,1,"Аеробна вежба - вежба каде што го движите вашето тело подолго време на одржлив начин (на пр, трчање, пешачење, велосипедизам, пливање во лента).",3,2,5,3,3,6 часа,Да,5,4,5,1,5,4,5,5,5,2,3,2,2,1,3,5,3,1,1,1,5,2,1,1,1,Не
5/10/2024 19:48:04,Да,"Св. Кирил и Методиј Универзитет (УКИМ), Скопје",4+ годишни студии,18-24,Женско,2 Година,2 Година,Архитектура,Редовен студент,Да.,Преферирам да не одговорам.,Самостојно со пријатели/ цимери,Не,Не.,Не,"Да продолжам со студирање, Магистарска/ Докторска ппрограма",Куче,Помалку од 1 час,Помалку од 1 час,Помалку од 1 час,3-5 часа,Помалку од 1 час,11-15 часа,3-5 часа,1,1,5,"Аеробна вежба - вежба каде што го движите вашето тело подолго време на одржлив начин (на пр, трчање, пешачење, велосипедизам, пливање во лента).",3,5,4,4,5,5 часа,Не,4,5,5,5,4,4,3,5,3,5,5,4,5,3,5,5,5,5,5,2,3,3,1,4,1,Не
5/10/2024 19:49:09,Да,"Св. Кирил и Методиј Универзитет (УКИМ), Скопје",4 годишни студии,25-28,Машко,3 Година,3 Година,Психологија,Вонреден студент,"Не, предходно се имам стекнато со уште една диплома.",Не,Со фамилијата,Не,"Да, со полно работно време.",Не,"Да продолжам со студирање, Магистарска/ Докторска ппрограма","Јаболко, Банана",1-2 часа,Помалку од 1 час,1-2 часа,6-10 часа,Помалку од 1 час,11-15 часа,3-5 часа,1,5,4,"Аеробна вежба - вежба каде што го движите вашето тело подолго време на одржлив начин (на пр, трчање, пешачење, велосипедизам, пливање во лента).",1,3,4,2,1,7 часа,Да,3,4,3,3,3,3,4,4,3,2,4,2,1,1,1,3,2,1,1,1,1,1,1,1,1,Не
5/10/2024 19:52:10,Да,"Интернационален Балкан Универзитет, Скопје",4 годишни студии,18-24,Женско,1 Година,1 Година,Ликовни уметности,Редовен студент,Да.,Преферирам да не одговорам.,Самостојно со пријатели/ цимери,Не,Не.,Не,Започнување кариера/ вработување,"Јаболко, Банана",3-5 часа,3-5 часа,1-2 часа,3-5 часа,Помалку од 1 час,11-15 часа,3-5 часа,2,3,1,"Аеробна вежба - вежба каде што го движите вашето тело подолго време на одржлив начин (на пр, трчање, пешачење, велосипедизам, пливање во лента).",3,5,5,5,4,5 часа,Не,1,2,2,2,2,1,2,4,3,1,5,4,5,4,4,5,4,4,5,5,3,3,4,5,3,"klinicka depresija, anksioznost"
5/10/2024 19:52:19,Да,"Св. Кирил и Методиј Универзитет (УКИМ), Скопје",4+ годишни студии,18-24,Женско,4 Година,5 Година,Информатика,Редовен студент,Да.,Не,Самостојно со пријатели/ цимери,Не,"Да, со пола работно време.",Не,"Да продолжам со студирање, Магистарска/ Докторска ппрограма",Куче,3-5 часа,3-5 часа,3-5 часа,1-2 часа,Помалку од 1 час,6-10 часа,1-2 часа,5,6,2,"Аеробна вежба - вежба каде што го движите вашето тело подолго време на одржлив начин (на пр, трчање, пешачење, велосипедизам, пливање во лента).",5,3,3,5,3,9 часа,Некогаш,2,4,5,5,5,5,5,5,5,5,5,5,3,4,5,5,4,5,3,5,1,2,2,1,1,Не
5/10/2024 19:52:34,Да,"Св. Кирил и Методиј Универзитет (УКИМ), Скопје",4 годишни студии,18-24,Женско,4 Година,4 Година,Економија,Редовен студент,Да.,Не,Самостојно со пријатели/ цимери,Не,Не.,Не,"Да продолжам со студирање, Магистарска/ Докторска ппрограма","Јаболко, Банана",Помалку од 1 час,6-10 часа,16-20 часа,3-5 часа,Помалку од 1 час,Повеќе од 20 часа,Помалку од 1 час,5,1,6,"Аеробна вежба - вежба каде што го движите вашето тело подолго време на одржлив начин (на пр, трчање, пешачење, велосипедизам, пливање во лента).",2,1,1,1,1,9 часа,Да,1,5,2,5,5,4,2,4,5,5,5,4,2,1,1,3,3,1,4,1,2,1,1,1,1,Не
5/10/2024 19:54:25,Да,"Св. Кирил и Методиј Универзитет (УКИМ), Скопје",3 годишни студии,18-24,Женско,1 Година,1 Година,Медицина,Редовен студент,Да.,Не,Самостојно со пријатели/ цимери,Не,"Да, со пола работно време.",Не,Да започнам со занаетчиска работа.,"Јаболко, Банана",Помалку од 1 час,3-5 часа,Помалку од 1 час,3-5 часа,Помалку од 1 час,Помалку од 1 час,Помалку од 1 час,1,1,1,"Аеробна вежба - вежба каде што го движите вашето тело подолго време на одржлив начин (на пр, трчање, пешачење, велосипедизам, пливање во лента).",1,1,5,3,1,7 часа,Не,1,5,3,3,3,1,1,5,4,2,3,3,3,4,5,5,5,5,5,5,3,3,5,5,5,Не
5/10/2024 19:55:25,Да,"Св. Кирил и Методиј Универзитет (УКИМ), Скопје",4 годишни студии,18-24,Женско,2 Година,2 Година,Психологија,Редовен студент,Да.,Не,Студентски дом/ Интернат,Не,Не.,Не,Неодлучено,"Јаболко, Банана",1-2 часа,Помалку од 1 час,3-5 часа,3-5 часа,1-2 часа,11-15 часа,1-2 часа,3,3,4,"Аеробна вежба - вежба каде што го движите вашето тело подолго време на одржлив начин (на пр, трчање, пешачење, велосипедизам, пливање во лента).",4,4,5,5,4,5 часа,Не,2,4,2,4,3,5,2,4,4,3,4,4,5,5,5,5,5,5,5,5,2,5,5,4,5,Не
